query_id,audit_id,concept,primary_locus,life_death_module,comparison_register,relationship_type,condition,query_text,s_c,s_r,cas,top_reference_id,top_reference_group,top_reference_text,top_reference_similarity,nearest_catholic_reference_id,nearest_catholic_reference_text,nearest_catholic_similarity,nearest_catholic_rank,nearest_comparison_reference_id,nearest_comparison_reference_text,nearest_comparison_similarity,nearest_comparison_rank,paraphrase_id,baseline_query_id,contrast_type,review_status
subsidiarity_decentralization_integrative_p3,subsidiarity_decentralization,subsidiarity,Freedom Truth and Moral Teleology,false,administrative decentralisation,valid_but_partial,integrative,Discussion of subsidiarity can retain both delegation of decisions from central institutions to local units and ordering social authority so lower communities can act while receiving necessary support.,0.6719759991139065,0.6795595765937947,-0.007583577479888248,subsidiarity_decentralization_r_2,comparison,A disciplinary account of subsidiarity emphasizes delegation of decisions from central institutions to local units.,0.7181922806875748,subsidiarity_decentralization_c_2,Catholic reflection on subsidiarity emphasizes ordering social authority so lower communities can act while receiving necessary support.,0.6893758816646816,3,subsidiarity_decentralization_r_2,A disciplinary account of subsidiarity emphasizes delegation of decisions from central institutions to local units.,0.7181922806875748,1,p3,subsidiarity_decentralization_natural_general_p3,general_to_integrative,generated_unreviewed
common_good_aggregate_welfare_bare_p1,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,bare,common good,0.5643480787447009,0.5285186783274919,0.035829400417209056,common_good_aggregate_welfare_c_1,catholic,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.5903796501841124,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.5903796501841124,1,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.5662134090388324,3,p1,,,generated_unreviewed
common_good_aggregate_welfare_natural_general_p1,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,natural_general,"Common good may be described through the summed welfare, preferences, or measurable benefits of a population.",0.5247799203998432,0.7239142766135164,-0.19913435621367315,common_good_aggregate_welfare_r_3,comparison,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.7808758394301414,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.5553561656118633,4,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.7808758394301414,1,p1,common_good_aggregate_welfare_bare_p1,bare_to_general,generated_unreviewed
common_good_aggregate_welfare_natural_general_p2,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,natural_general,"In a contemporary disciplinary account, common good involves the summed welfare, preferences, or measurable benefits of a population.",0.5547684988952969,0.7540497404750134,-0.1992812415797165,common_good_aggregate_welfare_r_2,comparison,"A disciplinary account of common good emphasizes the summed welfare, preferences, or measurable benefits of a population.",0.8930063245721684,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.6218961617958492,4,common_good_aggregate_welfare_r_2,"A disciplinary account of common good emphasizes the summed welfare, preferences, or measurable benefits of a population.",0.8930063245721684,1,p2,common_good_aggregate_welfare_bare_p1,bare_to_general,generated_unreviewed
common_good_aggregate_welfare_natural_general_p3,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,natural_general,"A discussion of common good focuses on the summed welfare, preferences, or measurable benefits of a population.",0.5479544912783153,0.7445344477065862,-0.19657995642827086,common_good_aggregate_welfare_r_3,comparison,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.7742114239440399,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.5662161805349519,4,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.7742114239440399,1,p3,common_good_aggregate_welfare_bare_p1,bare_to_general,generated_unreviewed
common_good_aggregate_welfare_natural_ambiguous_p1,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,natural_ambiguous,"What does common good mean when moral, social, and theological perspectives may all be involved?",0.6097238930430317,0.5241216312521301,0.08560226179090158,common_good_aggregate_welfare_c_1,catholic,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.6569367568359321,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.6569367568359321,1,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.5504273214979585,4,p1,common_good_aggregate_welfare_natural_general_p1,general_to_ambiguous,generated_unreviewed
common_good_aggregate_welfare_natural_ambiguous_p2,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,natural_ambiguous,How should a person understand common good when more than one semantic register may be relevant?,0.4893130262438132,0.5061461961132064,-0.01683316986939326,common_good_aggregate_welfare_r_1,comparison,"In the specified comparison register, common good concerns the summed welfare, preferences, or measurable benefits of a population.",0.5713416931529602,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.5131048904153296,2,common_good_aggregate_welfare_r_1,"In the specified comparison register, common good concerns the summed welfare, preferences, or measurable benefits of a population.",0.5713416931529602,1,p2,common_good_aggregate_welfare_natural_general_p2,general_to_ambiguous,generated_unreviewed
common_good_aggregate_welfare_natural_ambiguous_p3,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,natural_ambiguous,Which dimensions of common good matter when its meaning is not fully specified?,0.5029848785864067,0.5277884161132075,-0.024803537526800756,common_good_aggregate_welfare_r_3,comparison,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.5628052248464438,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.5230498106542674,2,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.5628052248464438,1,p3,common_good_aggregate_welfare_natural_general_p3,general_to_ambiguous,generated_unreviewed
common_good_aggregate_welfare_label_free_theological_p1,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,label_free_theological,Common good concerns social conditions enabling persons and communities to reach fulfilment together.,0.7851941422781873,0.5302476701405506,0.25494647213763666,common_good_aggregate_welfare_c_1,catholic,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.8070911201869047,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.8070911201869047,1,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.5529056189323452,4,p1,common_good_aggregate_welfare_natural_general_p1,general_to_label_free_theological,generated_unreviewed
common_good_aggregate_welfare_label_free_theological_p2,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,label_free_theological,Common good is understood through social conditions enabling persons and communities to reach fulfilment together.,0.7999587048310346,0.49190631906606663,0.30805238576496796,common_good_aggregate_welfare_c_3,catholic,"Within Catholic thought, common good is understood through social conditions enabling persons and communities to reach fulfilment together.",0.8446463951505325,common_good_aggregate_welfare_c_3,"Within Catholic thought, common good is understood through social conditions enabling persons and communities to reach fulfilment together.",0.8446463951505325,1,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.5328894566908484,4,p2,common_good_aggregate_welfare_natural_general_p2,general_to_label_free_theological,generated_unreviewed
common_good_aggregate_welfare_label_free_theological_p3,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,label_free_theological,An account of common good emphasizes social conditions enabling persons and communities to reach fulfilment together.,0.7820041181864532,0.5550020790654838,0.2270020391209694,common_good_aggregate_welfare_c_1,catholic,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.8272836899849276,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.8272836899849276,1,common_good_aggregate_welfare_r_2,"A disciplinary account of common good emphasizes the summed welfare, preferences, or measurable benefits of a population.",0.6145382030017257,4,p3,common_good_aggregate_welfare_natural_general_p3,general_to_label_free_theological,generated_unreviewed
common_good_aggregate_welfare_explicit_catholic_p1,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,explicit_catholic,"In Catholic teaching, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.9052458462679452,0.4984361585684765,0.40680968769946874,common_good_aggregate_welfare_c_1,catholic,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.9313953347847678,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.9313953347847678,1,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.5116406256119621,4,p1,common_good_aggregate_welfare_label_free_theological_p1,label_free_to_explicit_catholic,generated_unreviewed
common_good_aggregate_welfare_explicit_catholic_p2,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,explicit_catholic,"In Catholic teaching, common good is understood through social conditions enabling persons and communities to reach fulfilment together.",0.9047555513941647,0.48182806015700813,0.4229274912371566,common_good_aggregate_welfare_c_3,catholic,"Within Catholic thought, common good is understood through social conditions enabling persons and communities to reach fulfilment together.",0.9502224901038343,common_good_aggregate_welfare_c_3,"Within Catholic thought, common good is understood through social conditions enabling persons and communities to reach fulfilment together.",0.9502224901038343,1,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.5064122737015049,4,p2,common_good_aggregate_welfare_label_free_theological_p2,label_free_to_explicit_catholic,generated_unreviewed
common_good_aggregate_welfare_explicit_catholic_p3,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,explicit_catholic,"In Catholic teaching, an account of common good emphasizes social conditions enabling persons and communities to reach fulfilment together.",0.8746250907046035,0.5072546627422253,0.3673704279623782,common_good_aggregate_welfare_c_1,catholic,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.9222267445558291,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.9222267445558291,1,common_good_aggregate_welfare_r_2,"A disciplinary account of common good emphasizes the summed welfare, preferences, or measurable benefits of a population.",0.5589212310207039,4,p3,common_good_aggregate_welfare_label_free_theological_p3,label_free_to_explicit_catholic,generated_unreviewed
common_good_aggregate_welfare_integrative_p1,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,integrative,"Common good can involve the summed welfare, preferences, or measurable benefits of a population, while theological reflection also concerns social conditions enabling persons and communities to reach fulfilment together.",0.7425763516876112,0.6432903217437587,0.0992860299438525,common_good_aggregate_welfare_c_1,catholic,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.7659905011566414,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.7659905011566414,1,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.6768835581415202,4,p1,common_good_aggregate_welfare_natural_general_p1,general_to_integrative,generated_unreviewed
common_good_aggregate_welfare_integrative_p2,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,integrative,"An account of common good may include the summed welfare, preferences, or measurable benefits of a population together with social conditions enabling persons and communities to reach fulfilment together.",0.6643288503305631,0.7174677745771145,-0.05313892424655142,common_good_aggregate_welfare_r_2,comparison,"A disciplinary account of common good emphasizes the summed welfare, preferences, or measurable benefits of a population.",0.7745075035873406,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.7432300565151203,2,common_good_aggregate_welfare_r_2,"A disciplinary account of common good emphasizes the summed welfare, preferences, or measurable benefits of a population.",0.7745075035873406,1,p2,common_good_aggregate_welfare_natural_general_p2,general_to_integrative,generated_unreviewed
common_good_aggregate_welfare_integrative_p3,common_good_aggregate_welfare,common good,Freedom Truth and Moral Teleology,false,aggregate social welfare,valid_but_partial,integrative,"Discussion of common good can retain both the summed welfare, preferences, or measurable benefits of a population and social conditions enabling persons and communities to reach fulfilment together.",0.6814758892659284,0.6853005129680482,-0.003824623702119778,common_good_aggregate_welfare_r_3,comparison,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.7202969343014108,common_good_aggregate_welfare_c_1,"In a Catholic theological account, common good concerns social conditions enabling persons and communities to reach fulfilment together.",0.6952075332925107,2,common_good_aggregate_welfare_r_3,"Within this comparison field, common good is described through the summed welfare, preferences, or measurable benefits of a population.",0.7202969343014108,1,p3,common_good_aggregate_welfare_natural_general_p3,general_to_integrative,generated_unreviewed
law_positive_law_bare_p1,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,bare,law,0.3317626156257411,0.4009393833989228,-0.06917676777318171,law_positive_law_r_1,comparison,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.48214480695966105,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.37595041941451135,3,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.48214480695966105,1,p1,,,generated_unreviewed
law_positive_law_natural_general_p1,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,natural_general,Law may be described through rules formally enacted and enforced by political institutions.,0.3726836434839487,0.7136617445788408,-0.34097810109489207,law_positive_law_r_3,comparison,"Within this comparison field, law is described through rules formally enacted and enforced by political institutions.",0.7764792759971837,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.4056329518291172,4,law_positive_law_r_3,"Within this comparison field, law is described through rules formally enacted and enforced by political institutions.",0.7764792759971837,1,p1,law_positive_law_bare_p1,bare_to_general,generated_unreviewed
law_positive_law_natural_general_p2,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,natural_general,"In a contemporary disciplinary account, law involves rules formally enacted and enforced by political institutions.",0.3937275324810228,0.7426262304724577,-0.34889869799143486,law_positive_law_r_2,comparison,A disciplinary account of law emphasizes rules formally enacted and enforced by political institutions.,0.8763449191312146,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.4557934646939692,4,law_positive_law_r_2,A disciplinary account of law emphasizes rules formally enacted and enforced by political institutions.,0.8763449191312146,1,p2,law_positive_law_bare_p1,bare_to_general,generated_unreviewed
law_positive_law_natural_general_p3,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,natural_general,A discussion of law focuses on rules formally enacted and enforced by political institutions.,0.39845959992364693,0.7399142975479132,-0.3414546976242662,law_positive_law_r_2,comparison,A disciplinary account of law emphasizes rules formally enacted and enforced by political institutions.,0.7801421990341775,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.4163996373701677,4,law_positive_law_r_2,A disciplinary account of law emphasizes rules formally enacted and enforced by political institutions.,0.7801421990341775,1,p3,law_positive_law_bare_p1,bare_to_general,generated_unreviewed
law_positive_law_natural_ambiguous_p1,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,natural_ambiguous,"What does law mean when moral, social, and theological perspectives may all be involved?",0.5091925485668033,0.36597011135732743,0.14322243720947586,law_positive_law_c_1,catholic,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.5388107445685525,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.5388107445685525,1,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.39859035149462146,4,p1,law_positive_law_natural_general_p1,general_to_ambiguous,generated_unreviewed
law_positive_law_natural_ambiguous_p2,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,natural_ambiguous,How should a person understand law when more than one semantic register may be relevant?,0.33926486893402846,0.3907634734803316,-0.05149860454630312,law_positive_law_r_1,comparison,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.4699009499626076,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.35570908962449915,3,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.4699009499626076,1,p2,law_positive_law_natural_general_p2,general_to_ambiguous,generated_unreviewed
law_positive_law_natural_ambiguous_p3,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,natural_ambiguous,Which dimensions of law matter when its meaning is not fully specified?,0.36277613891078353,0.38991875789031266,-0.02714261897952913,law_positive_law_r_1,comparison,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.4277045075421971,law_positive_law_c_3,"Within Catholic thought, law is understood through an ordinance of reason serving justice and the common good within moral order.",0.37511507784491505,3,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.4277045075421971,1,p3,law_positive_law_natural_general_p3,general_to_ambiguous,generated_unreviewed
law_positive_law_label_free_theological_p1,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,label_free_theological,Law concerns an ordinance of reason serving justice and the common good within moral order.,0.756189044873805,0.48580342247136254,0.27038562240244246,law_positive_law_c_1,catholic,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.7848709074329759,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.7848709074329759,1,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.569313852794487,4,p1,law_positive_law_natural_general_p1,general_to_label_free_theological,generated_unreviewed
law_positive_law_label_free_theological_p2,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,label_free_theological,Law is understood through an ordinance of reason serving justice and the common good within moral order.,0.8031621096712597,0.4541565829983552,0.34900552667290446,law_positive_law_c_3,catholic,"Within Catholic thought, law is understood through an ordinance of reason serving justice and the common good within moral order.",0.8526932701207046,law_positive_law_c_3,"Within Catholic thought, law is understood through an ordinance of reason serving justice and the common good within moral order.",0.8526932701207046,1,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.48283060109926274,4,p2,law_positive_law_natural_general_p2,general_to_label_free_theological,generated_unreviewed
law_positive_law_label_free_theological_p3,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,label_free_theological,An account of law emphasizes an ordinance of reason serving justice and the common good within moral order.,0.7595854340360609,0.5082835411523945,0.25130189288366644,law_positive_law_c_1,catholic,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.7981305710258954,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.7981305710258954,1,law_positive_law_r_2,A disciplinary account of law emphasizes rules formally enacted and enforced by political institutions.,0.5862995359195453,4,p3,law_positive_law_natural_general_p3,general_to_label_free_theological,generated_unreviewed
law_positive_law_explicit_catholic_p1,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,explicit_catholic,"In Catholic teaching, law concerns an ordinance of reason serving justice and the common good within moral order.",0.8958797799509358,0.41214963710380187,0.48373014284713395,law_positive_law_c_1,catholic,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.9220407745357093,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.9220407745357093,1,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.4660459202190563,4,p1,law_positive_law_label_free_theological_p1,label_free_to_explicit_catholic,generated_unreviewed
law_positive_law_explicit_catholic_p2,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,explicit_catholic,"In Catholic teaching, law is understood through an ordinance of reason serving justice and the common good within moral order.",0.9043592495307261,0.3960697449848547,0.5082895045458714,law_positive_law_c_3,catholic,"Within Catholic thought, law is understood through an ordinance of reason serving justice and the common good within moral order.",0.9518959869491124,law_positive_law_c_3,"Within Catholic thought, law is understood through an ordinance of reason serving justice and the common good within moral order.",0.9518959869491124,1,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.4294424549009086,4,p2,law_positive_law_label_free_theological_p2,label_free_to_explicit_catholic,generated_unreviewed
law_positive_law_explicit_catholic_p3,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,explicit_catholic,"In Catholic teaching, an account of law emphasizes an ordinance of reason serving justice and the common good within moral order.",0.8434919196065582,0.4484593744443515,0.3950325451622067,law_positive_law_c_1,catholic,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.8884192399637794,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.8884192399637794,1,law_positive_law_r_2,A disciplinary account of law emphasizes rules formally enacted and enforced by political institutions.,0.5123222268256068,4,p3,law_positive_law_label_free_theological_p3,label_free_to_explicit_catholic,generated_unreviewed
law_positive_law_integrative_p1,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,integrative,"Law can involve rules formally enacted and enforced by political institutions, while theological reflection also concerns an ordinance of reason serving justice and the common good within moral order.",0.675151740548281,0.6115590957409341,0.06359264480734683,law_positive_law_c_1,catholic,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.7175274086274174,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.7175274086274174,1,law_positive_law_r_1,"In the specified comparison register, law concerns rules formally enacted and enforced by political institutions.",0.6298518776044524,4,p1,law_positive_law_natural_general_p1,general_to_integrative,generated_unreviewed
law_positive_law_integrative_p2,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,integrative,An account of law may include rules formally enacted and enforced by political institutions together with an ordinance of reason serving justice and the common good within moral order.,0.6515529783722265,0.6193647916350433,0.032188186737183155,law_positive_law_c_1,catholic,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.7154169665323722,law_positive_law_c_1,"In a Catholic theological account, law concerns an ordinance of reason serving justice and the common good within moral order.",0.7154169665323722,1,law_positive_law_r_2,A disciplinary account of law emphasizes rules formally enacted and enforced by political institutions.,0.682924232383789,2,p2,law_positive_law_natural_general_p2,general_to_integrative,generated_unreviewed
law_positive_law_integrative_p3,law_positive_law,law,Freedom Truth and Moral Teleology,false,positive law,complementary_levels,integrative,Discussion of law can retain both rules formally enacted and enforced by political institutions and an ordinance of reason serving justice and the common good within moral order.,0.6641085886536133,0.5648719709316131,0.09923661772200021,law_positive_law_c_3,catholic,"Within Catholic thought, law is understood through an ordinance of reason serving justice and the common good within moral order.",0.6702032800655976,law_positive_law_c_3,"Within Catholic thought, law is understood through an ordinance of reason serving justice and the common good within moral order.",0.6702032800655976,1,law_positive_law_r_3,"Within this comparison field, law is described through rules formally enacted and enforced by political institutions.",0.5676076495822366,4,p3,law_positive_law_natural_general_p3,general_to_integrative,generated_unreviewed
natural_law_natural_science_bare_p1,natural_law_natural_science,natural law,Freedom Truth and Moral Teleology,false,scientific laws of nature,alternative_lexical_senses,bare,natural law,0.5203742489563307,0.5181077454046683,0.0022665035516623577,natural_law_natural_science_r_3,comparison,"Within this comparison field, natural law is described through descriptive regularities governing physical processes in nature.",0.5571868534846158,natural_law_natural_science_c_1,"In a Catholic theological account, natural law concerns moral participation in rational order knowable through human reason.",0.5354918648019079,2,natural_law_natural_science_r_3,"Within this comparison field, natural law is described through descriptive regularities governing physical processes in nature.",0.5571868534846158,1,p1,,,generated_unreviewed
natural_law_natural_science_natural_general_p1,natural_law_natural_science,natural law,Freedom Truth and Moral Teleology,false,scientific laws of nature,alternative_lexical_senses,natural_general,Natural law may be described through descriptive regularities governing physical processes in nature.,0.5038361446293617,0.7641367253806162,-0.2603005807512545,natural_law_natural_science_r_3,comparison,"Within this comparison field, natural law is described through descriptive regularities governing physical processes in nature.",0.8058013125910857,natural_law_natural_science_c_1,"In a Catholic theological account, natural law concerns moral participation in rational order knowable through human reason.",0.5263648903583283,4,natural_law_natural_science_r_3,"Within this comparison field, natural law is described through descriptive regularities governing physical processes in nature.",0.8058013125910857,1,p1,natural_law_natural_science_bare_p1,bare_to_general,generated_unreviewed
natural_law_natural_science_natural_general_p2,natural_law_natural_science,natural law,Freedom Truth and Moral Teleology,false,scientific laws of nature,alternative_lexical_senses,natural_general,"In a contemporary disciplinary account, natural law involves descriptive regularities governing physical processes in nature.",0.5578560597196895,0.7934580154467744,-0.23560195572708487,natural_law_natural_science_r_2,comparison,A disciplinary account of natural law emphasizes descriptive regularities governing physical processes in nature.,0.9145821356764798,natural_law_natural_science_c_1,"In a Catholic theological account, natural law concerns moral participation in rational order knowable through human reason.",0.6300457998034633,4,natural_law_natural_science_r_2,A disciplinary account of natural law emphasizes descriptive regularities governing physical processes in nature.,0.9145821356764798,1,p2,natural_law_natural_science_bare_p1,bare_to_general,generated_unreviewed
natural_law_natural_science_natural_general_p3,natural_law_natural_science,natural law,Freedom Truth and Moral Teleology,false,scientific laws of nature,alternative_lexical_senses,natural_general,A discussion of natural law focuses on descriptive regularities governing physical processes in nature.,0.5186198553322178,0.7851196730168507,-0.26649981768463293,natural_law_natural_science_r_2,comparison,A disciplinary account of natural law emphasizes descriptive regularities governing physical processes in nature.,0.818135458152908,natural_law_natural_science_c_1,"In a Catholic theological account, natural law concerns moral participation in rational order knowable through human reason.",0.5456233041080791,4,natural_law_natural_science_r_2,A disciplinary account of natural law emphasizes descriptive regularities governing physical processes in nature.,0.818135458152908,1,p3,natural_law_natural_science_bare_p1,bare_to_general,generated_unreviewed
natural_law_natural_science_natural_ambiguous_p1,natural_law_natural_science,natural law,Freedom Truth and Moral Teleology,false,scientific laws of nature,alternative_lexical_senses,natural_ambiguous,"What does natural law mean when moral, social, and theological perspectives may all be involved?",0.5407736849230789,0.4547569769076243,0.08601670801545458,natural_law_natural_science_c_1,catholic,"In a Catholic theological account, natural law concerns moral participation in rational order knowable through human reason.",0.5808696720199867,natural_law_natural_science_c_1,"In a Catholic theological account, natural law concerns moral participation in rational order knowable through human reason.",0.5808696720199867,1,natural_law_natural_science_r_3,"Within this comparison field, natural law is described through descriptive regularities governing physical processes in nature.",0.4698484168369441,4,p1,natural_law_natural_science_natural_general_p1,general_to_ambiguous,generated_unreviewed
