embedding_id,text_sha256,text,roles,dimensions,l2_norm
embedding_00791,a2b9e3e15f780b9bc571b06a0c8d79d899877188254488add2a06ae1464bca47,"Catholic reflection on happiness emphasizes beatitude, virtue, communion with God, and the fulfilment of the human vocation.",reference:catholic,3072,0.9998638033866882
embedding_00792,6ac0ef39f490dbd7793c0e06133bbd40f0ff3a8a0ccf43e58fba84c9ba7da431,"Catholic reflection on healing emphasizes restoration involving body, relationship, reconciliation, hope, and spiritual wholeness.",reference:catholic,3072,1.0002001523971558
embedding_00793,99cb0a9f9217aca9d73304db05657b0621ad9cd0cec91f5ea87d48dacc1bd277,"Catholic reflection on heaven emphasizes definitive communion with God, the fulfilment of human longing, and the communion of saints.",reference:catholic,3072,0.9996616244316101
embedding_00794,da9bf7bd027d58a1f57b1e3c03ec4e4aa8bbeb5d7831b8d0899a309dba294c5c,Catholic reflection on hell emphasizes definitive self-exclusion from communion with God and the tragic consequence of freely rejecting love.,reference:catholic,3072,1.0002244710922241
embedding_00795,b2a63153678fbb9dfff52a63cd076a6463660e5c5fcfa305ca5f980ea460bddf,Catholic reflection on hope emphasizes a theological virtue trusting God's promises and orienting life toward eternal fulfilment.,reference:catholic,3072,0.9998098611831665
embedding_00796,7a477f3782e770590db1d89758b279bb35eb448f432e9a80b88acaaa6ecfe2f6,"Catholic reflection on hospitality emphasizes receiving the stranger and neighbour through generosity, dignity, and communion.",reference:catholic,3072,0.9997574687004089
embedding_00797,4f325a5a984c60dea40a62855fb3c2193bdb15c5c46e3f31a9067230c8595282,"Catholic reflection on human dignity emphasizes inherent worth grounded in creation, vocation, relationship, and final destiny.",reference:catholic,3072,0.9997212290763855
embedding_00798,693831cef70a7b642e2ff6c6ee08c5236e42cdb66bf06d76e9c43e07b636c104,"Catholic reflection on illness emphasizes human vulnerability requiring care for the whole person, solidarity, and hope.",reference:catholic,3072,1.0003570318222046
embedding_00799,795955e6ef68ed8ca2e69bbe86cf7a900bc0132b806b83bece51a18693b4dd32,Catholic reflection on judgment after death emphasizes particular judgment before God in which each life is revealed in divine justice and mercy.,reference:catholic,3072,1.0001519918441772
embedding_00800,7e3b3122689f286f5468dbad136fc33a18b5735c155b8b5dd3e8af4dccb2a48e,Catholic reflection on justice emphasizes giving each person what is due within right relationship and the common good.,reference:catholic,3072,0.9997817277908325
embedding_00801,67e2cde5905eace37cd1f83f921114b9f630316696eb802a10ffca7a24ec35ef,"Catholic reflection on justification emphasizes God's gracious action forgiving sin, making the person righteous, and restoring communion.",reference:catholic,3072,1.0001555681228638
embedding_00802,a401dbc1ea2d9bb7312ca85190df18c46792092cfe3556b1b95adb1064e69fe4,Catholic reflection on law emphasizes an ordinance of reason serving justice and the common good within moral order.,reference:catholic,3072,0.999786913394928
embedding_00803,e9d2f2af52059d49790de5d3ad74005d023b5f3ceb5b76118dc520d71430c305,"Catholic reflection on license emphasizes misuse of freedom when choice is detached from truth, responsibility, and the good.",reference:catholic,3072,1.0003225803375244
embedding_00804,3ad4008dab3f659affb681ad43a62c3938e584d4101c01d527b1756a37564776,Catholic reflection on liturgy emphasizes the public worship of the Church and participation in Christ's priestly work.,reference:catholic,3072,0.9998964071273804
embedding_00805,4fa225d390cfc9a601e67ff2623e1e6816088597831f68b7019f6c45afa99f67,Catholic reflection on love emphasizes self-giving participation in divine love ordered toward the good of the other.,reference:catholic,3072,0.9999085664749146
embedding_00806,8e1724b6449d5451581aa1467bf7491d3ebc0a280c0c36745f15f9560516bb6b,"Catholic reflection on marital fidelity emphasizes covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",reference:catholic,3072,1.0003042221069336
embedding_00807,133760257f6b24ca0545185e735b758ab91821a6b04d1efdfc4cfa4ab7da06f9,Catholic reflection on marriage emphasizes a faithful and fruitful covenantal communion of spouses with sacramental significance.,reference:catholic,3072,0.9997230768203735
embedding_00808,654e40826d752fdd19bf4b190c65ed385c92e21ed853cef4d7a73cd578c1aa9f,Catholic reflection on mercy emphasizes compassionate love responding to suffering and sin with forgiveness and restoration.,reference:catholic,3072,1.0003488063812256
embedding_00809,99e6f1c45c3548ef5a210afdc8ce5b37399feac7e18e1a9dd205f3b9b8aa7d60,Catholic reflection on miracle emphasizes an extraordinary sign of God's action within creation that discloses grace and serves salvation.,reference:catholic,3072,0.9997382164001465
embedding_00810,a040e95b8ac75d717d532a6baf07f5619f7b77ed91a8677657ab78ae06d08d02,"Catholic reflection on moral agency emphasizes freedom, reason, conscience, responsibility, and accountability for moral action.",reference:catholic,3072,0.9999896883964539
embedding_00811,bc6ff6eecbcda6ef05933ee896f084e93ef902113f17990802c543be8bd26ee3,Catholic reflection on natural law emphasizes moral participation in rational order knowable through human reason.,reference:catholic,3072,1.0003490447998047
embedding_00812,22642261296cb92a140d6a9789454e0dff69879e538b3de0072471ffbe85840a,Catholic reflection on neighbour emphasizes every person encountered as one to be loved through concrete responsibility.,reference:catholic,3072,1.0004334449768066
embedding_00813,038ad5b603882b9339b6ae8bce3ca847b9461064b796ae204086ff2388e01235,Catholic reflection on obedience emphasizes free and responsible responsiveness to legitimate authority and divine truth.,reference:catholic,3072,1.0002813339233398
embedding_00814,413215c8104b23c80160b1803ecce9fd669ffd9a5ec6196385cf6547e174b23c,Catholic reflection on original sin emphasizes the wounded human condition inherited from humanity's first disobedience without personal culpability in descendants.,reference:catholic,3072,0.9997377991676331
embedding_00815,192b19493d4fc94d0e142999a9b6fdfdacdd5dcebe48efe78af7ad5b1c340dd8,Catholic reflection on palliative care emphasizes whole-person accompaniment that relieves suffering while respecting dignity and natural death.,reference:catholic,3072,0.9999913573265076
embedding_00816,d7498f623af74324abf343e9e372253616a1cee68cd807ef32ab625371fbc895,"Catholic reflection on parenthood emphasizes a vocation of generativity, education, protection, love, and responsibility for children.",reference:catholic,3072,1.000178337097168
embedding_00817,932a5f9d29faa917f878bb50f6be76ac06498e2223ce59eee21d3dca3cb57972,"Catholic reflection on peace emphasizes right relationship, justice, reconciliation, order, and communion with God and neighbour.",reference:catholic,3072,1.0000182390213013
embedding_00818,f211e60496f402b235c36db9954c239b5d90d99060d0716d1729d954a82060c5,Catholic reflection on personhood emphasizes the irreducible dignity of an embodied and relational human being created by God.,reference:catholic,3072,1.0000340938568115
embedding_00819,68dbef3461f522a11598396ec35f21e6caab019ba435ba9b687542487911b867,"Catholic reflection on poverty emphasizes material and relational deprivation calling for justice, solidarity, and preferential concern.",reference:catholic,3072,1.0003857612609863
embedding_00820,9af4a457bb81f73752db3099ecd3c15cbe96838151c8303b1de34308ec90db0b,"Catholic reflection on prayer emphasizes a living relationship with God expressed through adoration, petition, thanksgiving, and contemplation.",reference:catholic,3072,1.0001630783081055
embedding_00821,a61451a6618a1b61cbef8c0b4981ef721a62c7061178ce420aeec4b548da012d,Catholic reflection on prudence emphasizes practical wisdom that identifies the true good and chooses fitting means.,reference:catholic,3072,0.9998013973236084
embedding_00822,24148bc6e5aa0d4e424633dd471d86e18d85996faa7811da54c026e49aba5c21,Catholic reflection on purgatory emphasizes final purification by God's grace for those who die in friendship with God but still require cleansing.,reference:catholic,3072,1.000121831893921
embedding_00823,c0df1f89ffab7de149a4234aa88cbbfbe68a813a900602f9c8f18bd06fd58134,"Catholic reflection on reconciliation emphasizes restoration of communion with God and neighbour through conversion, forgiveness, and sacrament.",reference:catholic,3072,0.9998934864997864
embedding_00824,469c1c956cc103aa4acce2c43cc2ee71ad2b35784be5bbaf294f0feccbda8ee4,"Catholic reflection on redemption emphasizes liberation from sin through Christ's saving action, restoring communion and freedom.",reference:catholic,3072,0.9998093247413635
embedding_00825,e3c40aa92a7b7491d3c7488747b504a8cb76a9d065586eac4b1108305fdcfd53,"Catholic reflection on repentance emphasizes conversion of heart involving sorrow for sin, confession, amendment, and return to God.",reference:catholic,3072,1.0000789165496826
embedding_00826,70252d0e294cda16c0048ab9d4dc548805285901d936183ece34982864200207,"Catholic reflection on responsibility emphasizes moral agency, answerability before God and neighbour, and duties toward the common good.",reference:catholic,3072,0.9996277093887329
embedding_00827,bdaa97ccb066456b2fa0762f4fd3ce499bf2711e223b010db9c01c7eb077d6cc,Catholic reflection on resurrection emphasizes the bodily raising of the dead through Christ and the fulfilment of human destiny.,reference:catholic,3072,1.000031590461731
embedding_00828,d4eaac2da0d1c61c82f7337522795e7aefa2508a458d702901d03e619be78512,"Catholic reflection on revelation emphasizes God's self-communication in history, fulfilled in Christ and transmitted through Scripture and Tradition.",reference:catholic,3072,1.0002521276474
embedding_00829,8a6582ff9bde366248ba5313c1b804116a540cf54c2d3d1f8c5dfa3a54e4a1a0,Catholic reflection on rights emphasizes claims grounded in human dignity and ordered toward duties and the common good.,reference:catholic,3072,1.000393271446228
embedding_00830,8454307d4b183f21dea5cd917dd9bb56ec95dc12898b2d0ee6a293f0aa7e6eb7,Catholic reflection on sacrament emphasizes an efficacious sign of grace instituted by Christ and entrusted to the Church.,reference:catholic,3072,0.9997816681861877
embedding_00831,212ddc16f904c93ea2d4ac9fdc1c6527039f61186d357439a140090d0715c3e8,Catholic reflection on salvation emphasizes deliverance from sin and death through Christ and participation in divine life.,reference:catholic,3072,1.0001624822616577
embedding_00832,daf6bc327fd59c216defa70e44bd14005d6430d5ea751cb2bf7595c72cdf04e6,"Catholic reflection on sanctification emphasizes growth in holiness through grace, conversion, virtue, and participation in divine life.",reference:catholic,3072,1.0001566410064697
embedding_00833,6276aef503b7826d4d4885754d8b89dff387e5282f0e69ae6d0ad8f53a417ce3,"Catholic reflection on self-gift emphasizes free donation of oneself in love, vocation, communion, and service.",reference:catholic,3072,1.00026273727417
embedding_00834,06f003f49a487d6dc3afae90e3ebdace56f01ffeb16bc843dbb0efef34261ada,"Catholic reflection on sexuality emphasizes an embodied dimension of the person ordered toward love, relationship, responsibility, and self-gift.",reference:catholic,3072,0.9997397661209106
embedding_00835,ffc3ea142049b43da4cf99baa874eb0b1f9832af0ffe7484ecbc6b0e16679cbb,"Catholic reflection on shame emphasizes painful exposure requiring truthful moral discernment, mercy, dignity, and restored communion.",reference:catholic,3072,0.9999362230300903
embedding_00836,6360e4d812a73115576475dd1f991ad6a1e837836324e7f4cc03544c6dac0e6d,"Catholic reflection on sin emphasizes an offence against God, reason, truth, love, and right relationship.",reference:catholic,3072,1.0001381635665894
embedding_00837,92a961ebab3c2199afd75f3493f4a680ce77d36cab35832b628642a59473565f,"Catholic reflection on solidarity emphasizes a moral commitment to the good of all, especially the poor and vulnerable.",reference:catholic,3072,1.0001035928726196
embedding_00838,42e22c07ba756e7e0e02b60b8544a8c5c0848e8547f7c748ded680a1b593082d,Catholic reflection on soul emphasizes the spiritual principle of human life within the unity of body and soul.,reference:catholic,3072,1.0000066757202148
embedding_00839,449c8db6a92faeb93f8a964ff33fde578c7e3f666876fc39b62f2ce59937854b,Catholic reflection on stewardship emphasizes responsible care for creation and goods entrusted for the common good.,reference:catholic,3072,0.9997345209121704
embedding_00840,4ff0f1337b6d5ca7bbed1c31e7e63ab8a8468830a60408a8a7075d300852ef8c,Catholic reflection on subsidiarity emphasizes ordering social authority so lower communities can act while receiving necessary support.,reference:catholic,3072,0.9997624754905701
embedding_00841,f35f60b98b28a89691e6ed5af1c20d70b73fd4a33bc74c24b92cae53e6e7e441,"Catholic reflection on suffering emphasizes an experience calling for compassion, accompaniment, hope, and rejection of abandonment.",reference:catholic,3072,1.000048041343689
embedding_00842,8ec2f13fb0108c3b520c505f4e78ce56592804c3356fb366d6c9ab989599eeb5,"Catholic reflection on suicide emphasizes grave human suffering calling for protection of life, mercy, hope, and compassionate accompaniment.",reference:catholic,3072,0.9994845390319824
embedding_00843,88b83420e808e1e2699a365d8e5289c15a4caa30fb8e0b04ad65060e45e7cdfb,Catholic reflection on temperance emphasizes a cardinal virtue ordering desires and pleasures through reason.,reference:catholic,3072,0.9997009634971619
embedding_00844,21dec9ec0848133d3d5fde8504ad1b5b569bc98bff37a805c95b1b7ed2195e38,"Catholic reflection on truth emphasizes conformity of mind and life to reality, honesty, and ultimately God as truth.",reference:catholic,3072,1.0001318454742432
embedding_00845,627e0c41213cbab5d048219b55c05a5591fbfaa0f7043f2182c30e29cbe1c81e,Catholic reflection on virtue emphasizes stable habits ordered toward the good and formed through moral action.,reference:catholic,3072,1.0001561641693115
embedding_00846,4eeec67c26d4d78c7c03291b71c05aeacc6750a864fed753dbf602e9e12c5b56,"Catholic reflection on vocation emphasizes a divine call to holiness, service, relationship, and a particular form of life.",reference:catholic,3072,1.0001507997512817
embedding_00847,cb1bc01b5fe0c5dedaf4a216fbfbc185ec4080fb9b976ddf72b900b638b80dab,"Catholic reflection on vulnerability emphasizes shared creaturely dependence that grounds responsibility, protection, and solidarity.",reference:catholic,3072,1.0002914667129517
embedding_00848,23a9a3aa64259a99f470cda2542bec3c86fc4c67f09c1c25df92ed7aeb23ff86,"Catholic reflection on work emphasizes participation in creation, service, human dignity, solidarity, and the common good.",reference:catholic,3072,0.9997698664665222
embedding_00849,40cfa771d8842d4a2d8f8e620f8f42b51ec58ec6175b497a3030d99b1a11c5cb,"Celibacy can involve the condition of being unmarried or abstaining from sexual relationships, while theological reflection also concerns a freely embraced vocation of consecrated availability, service, and eschatological witness.",query:integrative,3072,0.9996283650398254
embedding_00850,bc296688e31832bb810e607937951a7a6ee569f0d31d2d5f94f96d32ac95a5a5,"Celibacy concerns a freely embraced vocation of consecrated availability, service, and eschatological witness.",query:label_free_theological,3072,1.000248908996582
embedding_00851,c42b154a2015b33f6e4cafb765f2ac59e55c60199a1dc919635bf02f589e5412,"Celibacy is understood through a freely embraced vocation of consecrated availability, service, and eschatological witness.",query:label_free_theological,3072,1.000133752822876
embedding_00852,613830aff3def7d0463c0052b35bfdbc10963be7eb9e14b1a11f90680b5339fd,Celibacy may be described through the condition of being unmarried or abstaining from sexual relationships.,query:natural_general,3072,1.000368356704712
embedding_00853,52cfd9e053aad328d9c8fae5277189f76b2af69d2f992c8a8ad980ee818cca04,"Charity can involve voluntary donation of money, goods, or services to social causes, while theological reflection also concerns the theological virtue of loving God and neighbour through participation in divine love.",query:integrative,3072,0.9998780488967896
embedding_00854,b58d480ac82c8972dee93e6f04a550426f7b4e4540385e476fb05fa166c9de2a,Charity concerns the theological virtue of loving God and neighbour through participation in divine love.,query:label_free_theological,3072,0.9999786615371704
embedding_00855,c66435e840435646ec3dd27aec6e67048784f78156929cd651be71ef85e710b4,Charity is understood through the theological virtue of loving God and neighbour through participation in divine love.,query:label_free_theological,3072,1.0001243352890015
embedding_00856,ac5921893d0fd022b25cb99688f5742679e76edfdb55a2359026848073619307,"Charity may be described through voluntary donation of money, goods, or services to social causes.",query:natural_general,3072,0.9999698996543884
embedding_00857,f0feff838ba3caa3c3064b5ddb51cd5ab8300f22fc048225cb93f55bb2b2193d,"Chastity can involve refraining from sexual activity or limiting specified sexual behaviours, while theological reflection also concerns integration of sexuality within the whole person, vocation, freedom, and love.",query:integrative,3072,1.000219702720642
embedding_00858,9772666c062d790478d4dd08d6d495542e1ae838b6ae04c474552cee98bf67f9,"Chastity concerns integration of sexuality within the whole person, vocation, freedom, and love.",query:label_free_theological,3072,0.9998676776885986
embedding_00859,e5ddaee73108a54fcf29707d8e025d93d4dd6702f787f9af6f78d10af8fc5808,"Chastity is understood through integration of sexuality within the whole person, vocation, freedom, and love.",query:label_free_theological,3072,1.0001132488250732
embedding_00860,bac61ac5a704ea5d8281882a5381b2589e79af8400f2c03d66a9e6eed8b88f71,Chastity may be described through refraining from sexual activity or limiting specified sexual behaviours.,query:natural_general,3072,0.9999887943267822
embedding_00861,837aa0d985b27908439665fd776c4d61dc117e0efb1094fced706f2a11c1a4a1,Church,query:bare,3072,0.9998311400413513
embedding_00862,1b32b5e1a60851eb0ce4c69215ede630cd9f51c67d78834779b90c41d64c8b21,"Church can involve a formally organised religious institution with leadership, property, membership, and administration, while theological reflection also concerns the people of God and body of Christ gathered by the Spirit in faith, sacrament, mission, and communion.",query:integrative,3072,1.0001760721206665
embedding_00863,504223c0f5f9700d22f17bd06ecbbb76003375936c817d8a743daa14207afd1c,"Church concerns the people of God and body of Christ gathered by the Spirit in faith, sacrament, mission, and communion.",query:label_free_theological,3072,0.9998072981834412
embedding_00864,e6f4d87db2d0f4e5fc7af2442e74243c5e65445882faa5a540b5d31368c201b4,"Church is understood through the people of God and body of Christ gathered by the Spirit in faith, sacrament, mission, and communion.",query:label_free_theological,3072,1.000374674797058
embedding_00865,07f5737483d4a38193904aeac7b63b8fc3a6a8470d32b72f6b401e268888ed2b,"Church may be described through a formally organised religious institution with leadership, property, membership, and administration.",query:natural_general,3072,1.0000344514846802
embedding_00866,2e2e4c3ccaa43e07ba90a180cb06201466d698668940628583a105a5a4aa458f,"Common good can involve the summed welfare, preferences, or measurable benefits of a population, while theological reflection also concerns social conditions enabling persons and communities to reach fulfilment together.",query:integrative,3072,0.9998564124107361
embedding_00867,b47e8e111788456422ea68b58a410f2fa7ea3a1f62e9d90564129ce7dc56b20b,Common good concerns social conditions enabling persons and communities to reach fulfilment together.,query:label_free_theological,3072,1.0004384517669678
embedding_00868,991e09dcf3e0c9d029ec7ef9322fd678c2fd7acaa15dd58b3e964838d70dcfca,Common good is understood through social conditions enabling persons and communities to reach fulfilment together.,query:label_free_theological,3072,0.99967360496521
embedding_00869,13d423a743f593034ac996cbb272495c3c9567404db3538c6c63f50ebfe1a00a,"Common good may be described through the summed welfare, preferences, or measurable benefits of a population.",query:natural_general,3072,1.000381588935852
embedding_00870,63801072bbf5fb06001cbd801d893d3570d9dc9f77b46e16a70805f6c428a6a6,"Communion can involve a feeling of fellowship, closeness, and shared social identity, while theological reflection also concerns participation in shared life with God and others through grace, faith, and sacrament.",query:integrative,3072,1.000209093093872
embedding_00871,e6f68ac4c93382b654e7a180ddd8ff7b7f2f25a36d970452415640d882995782,"Communion concerns participation in shared life with God and others through grace, faith, and sacrament.",query:label_free_theological,3072,1.0001940727233887
embedding_00872,980fdea716bf0a25aa81d9f0da57aa585016e987a85b5ebbc912365fc4372911,"Communion is understood through participation in shared life with God and others through grace, faith, and sacrament.",query:label_free_theological,3072,0.9996427893638611
embedding_00873,7cc3c69cd44fbedde96d01730d9b98a0e12d60c20f477aebc14ea50d78b6bfde,"Communion may be described through a feeling of fellowship, closeness, and shared social identity.",query:natural_general,3072,1.0002431869506836
embedding_00874,290ba9a1daf7045c53f413735a2bb824c3a8356b1aff870e0766281c052d2a8b,"Communion of saints can involve cultural or religious remembrance of deceased ancestors and exemplary community members, while theological reflection also concerns the spiritual communion of the faithful on earth, the souls being purified, and the saints in glory.",query:integrative,3072,0.9998950362205505
embedding_00875,3623cd3a89d7b892746fa9ca5bc6a6a70ca8e4645542dde2793ef2289a7123b9,"Communion of saints concerns the spiritual communion of the faithful on earth, the souls being purified, and the saints in glory.",query:label_free_theological,3072,1.0002464056015015
embedding_00876,fcb6f0fa6b7e065cf71691d919bf9d5713aad57078dbd94eabd196bc9255a17e,"Communion of saints is understood through the spiritual communion of the faithful on earth, the souls being purified, and the saints in glory.",query:label_free_theological,3072,0.9998444318771362
embedding_00877,5b6e546783a66773d2a1b2d4e69b81c55e77efdd5314eb829c208f7a564418bc,Communion of saints may be described through cultural or religious remembrance of deceased ancestors and exemplary community members.,query:natural_general,3072,1.000404715538025
embedding_00878,d41b5fcfa709b81539e946792a9dbf9bcf62b803cc1488bcab68a158f19f4973,"Community can involve a group formed through shared interests, identity, location, or activity, while theological reflection also concerns a relational communion ordered toward participation, solidarity, worship, and the common good.",query:integrative,3072,0.9995834231376648
embedding_00879,e2f78105cc35c2317aee39fd589f246ad0729ecbcab4c13712b260fea1ca847d,"Community concerns a relational communion ordered toward participation, solidarity, worship, and the common good.",query:label_free_theological,3072,1.0000327825546265
embedding_00880,00959dce94e09be7953dfb4ee801f297d918d3da90261b790342c71b27de18b0,"Community is understood through a relational communion ordered toward participation, solidarity, worship, and the common good.",query:label_free_theological,3072,0.9996973276138306
embedding_00881,a73432c3ad50e656d612e2995252cf97ee5b0560ec57f2c99c794f6c7e869d15,"Community may be described through a group formed through shared interests, identity, location, or activity.",query:natural_general,3072,1.0002281665802002
embedding_00882,01219167597cddbee0f4b1a5f3319e22f78efbec7cb75779bcc1f2e6c3fdfdd6,"Compassion can involve emotional concern for distress that motivates supportive behaviour, while theological reflection also concerns love moved by another's suffering into presence, service, mercy, and solidarity.",query:integrative,3072,1.0000766515731812
embedding_00883,e5c7cce3caa1b246a2478b12f73f222276c0bae62f55ba83e86258fb6ebcaa52,"Compassion concerns love moved by another's suffering into presence, service, mercy, and solidarity.",query:label_free_theological,3072,0.9998831748962402
embedding_00884,0d8d498ec9a116ceaa985752340e3c489cc13518d084707d2552c022525e9141,"Compassion is understood through love moved by another's suffering into presence, service, mercy, and solidarity.",query:label_free_theological,3072,1.000261902809143
embedding_00885,a28cdcc9214584b0074f83fb6cf5f01781f52a4ee65e624c79408844d7465e20,Compassion may be described through emotional concern for distress that motivates supportive behaviour.,query:natural_general,3072,0.9996079206466675
embedding_00886,65d21a3cce25f59a14b84980b0e041422ae89904da431c90287ce08e4268b8db,"Conscience can involve private preference and personal sincerity as sufficient moral authority, while theological reflection also concerns a judgment of reason seeking moral truth and requiring formation.",query:integrative,3072,0.99990314245224
embedding_00887,65d8f874fe3d8f031a160c8cc887c17865a30d534cf49fda4cb4c16c2d630195,Conscience concerns a judgment of reason seeking moral truth and requiring formation.,query:label_free_theological,3072,0.9999723434448242
embedding_00888,52c87109cc05d17d6a8ff5bb3e62d67f35b0405c60592032755cf5b527fd8b25,Conscience is understood through a judgment of reason seeking moral truth and requiring formation.,query:label_free_theological,3072,0.9995105862617493
embedding_00889,12b053883f13909362291b0bbd1f1d290b81243e94fb4052b0c223e898435c62,Conscience may be described through private preference and personal sincerity as sufficient moral authority.,query:natural_general,3072,0.999594509601593
embedding_00890,2b06ddcbc7349521d1140607df4f9ace88b6b30535247e1e34989617f8abcc17,"Conversion can involve a change in belief, affiliation, preference, or practical position, while theological reflection also concerns a turning of the whole person toward God through faith, repentance, grace, and renewed life.",query:integrative,3072,0.9999949932098389
embedding_00891,f2018633aa3a9c2ee168c5921da001cb098d5b4a35bf50c8159f146b98700f64,"Conversion concerns a turning of the whole person toward God through faith, repentance, grace, and renewed life.",query:label_free_theological,3072,1.0000954866409302
embedding_00892,1ce30fb2c744e5228bc299688d6ab4e3690920d2955b7873074ecba17dc018e9,"Conversion is understood through a turning of the whole person toward God through faith, repentance, grace, and renewed life.",query:label_free_theological,3072,1.0000357627868652
embedding_00893,7f781844b27588702a388d93c476f19b2bebb47d9c218ef16fa2f9671797af17,"Conversion may be described through a change in belief, affiliation, preference, or practical position.",query:natural_general,3072,0.999843418598175
embedding_00894,5d6579582313ad2096dcdfcdfee09ace89a030758c8bc60c700b99dce1c1f80b,"Creation can involve physical accounts of the universe's origin, development, and structure, while theological reflection also concerns the dependence of all reality upon God, its goodness, order, and purpose.",query:integrative,3072,1.000359058380127
embedding_00895,faea08dc04bd0415d3802320d233118a47f8a34405bc9eac7656a496bdebe2c7,"Creation concerns the dependence of all reality upon God, its goodness, order, and purpose.",query:label_free_theological,3072,1.000001311302185
embedding_00896,d131b1305d67c000d1101cc04d065b81667a895263bb34b54404d7443d414fa9,"Creation is understood through the dependence of all reality upon God, its goodness, order, and purpose.",query:label_free_theological,3072,0.9998242855072021
embedding_00897,22a1cd2eb632e2b1c76d48b52ef3c5c714a397e3f50c96058d84da5f3ff066c8,"Creation may be described through physical accounts of the universe's origin, development, and structure.",query:natural_general,3072,1.000098466873169
embedding_00898,4d73363e7c6dae2436ef72b8d180028d9f90afad019a8a490ddeea54a855c830,"Death can involve irreversible cessation of integrated vital biological functions, while theological reflection also concerns the end of earthly life understood with judgment, mercy, resurrection, and communion with God.",query:integrative,3072,1.0001063346862793
embedding_00899,0db841552dfbcdfc70280af7a3e3e1e0cf3b43f06d5f62e8dba6f9b9b405f113,"Death concerns the end of earthly life understood with judgment, mercy, resurrection, and communion with God.",query:label_free_theological,3072,1.0002872943878174
embedding_00900,80055fea5319c6629498cd4d5b2ee98551dc3482035e2e510b97bc8df7f87d4f,"Death is understood through the end of earthly life understood with judgment, mercy, resurrection, and communion with God.",query:label_free_theological,3072,1.0001392364501953
embedding_00901,7ffdbfae67139948b4823e5a717e9a58c4036f980d00c49fde981bc225da9edf,Death may be described through irreversible cessation of integrated vital biological functions.,query:natural_general,3072,0.9995874166488647
embedding_00902,9fc346c00902bfd8f70061173f87cadff084e9f8168bdb62f888dfaaf63bb6fb,"Dependence can involve need for assistance because independent functioning or decision-making is limited, while theological reflection also concerns a relational feature of human life involving mutual care, receptivity, and solidarity.",query:integrative,3072,1.0000499486923218
embedding_00903,a192be899007cc9cfa4699980801de44a69d7efc0ed148c4c412beb8b5c1c5e5,"Dependence concerns a relational feature of human life involving mutual care, receptivity, and solidarity.",query:label_free_theological,3072,1.0005555152893066
embedding_00904,347c7467ac232dc26a8247c3b72c2c437855f582e31f74ed4225f931c97d3d8e,"Dependence is understood through a relational feature of human life involving mutual care, receptivity, and solidarity.",query:label_free_theological,3072,0.9999758005142212
embedding_00905,0000376f850aadc5abee3ba987d343f764d401ef6579c2e47904cbc355106e5a,Dependence may be described through need for assistance because independent functioning or decision-making is limited.,query:natural_general,3072,1.0005525350570679
embedding_00906,d5e195b1e9cae6b17736f9c96d34f2214cbfca4ab312aba5969160c633440aa8,"Disability can involve limitations in bodily, sensory, cognitive, or social functioning, while theological reflection also concerns equal personal dignity, interdependence, participation, and a vocation to communion.",query:integrative,3072,1.0001568794250488
embedding_00907,b43a59bcd770a5c7fd5320c534dd9c3bc419dbf8853bbd76e319ddbf51148f7f,"Disability concerns equal personal dignity, interdependence, participation, and a vocation to communion.",query:label_free_theological,3072,0.9998278617858887
embedding_00908,3fc5b85f45d59b7061a62b6495815a98016402c0873e2158d366c5ad63620f69,"Disability is understood through equal personal dignity, interdependence, participation, and a vocation to communion.",query:label_free_theological,3072,0.9998005628585815
embedding_00909,b12299300ae97cd5c6ba203ac051704b2dcc08ba177cbc6a88398dc044ef9873,"Disability may be described through limitations in bodily, sensory, cognitive, or social functioning.",query:natural_general,3072,1.0001587867736816
embedding_00910,4aa5b5cb25debc20405ef4d8fa289702ddf71a528a7967854880ffb5cf334cd9,"Discernment can involve evaluation of options, evidence, risks, and expected outcomes, while theological reflection also concerns prayerful judgment seeking God's will through reason, conscience, and spiritual wisdom.",query:integrative,3072,0.999962568283081
embedding_00911,ca3d902abd5e98d43b68f5e54fd4588180bfb111304101a3765e28a452ae2b00,"Discernment concerns prayerful judgment seeking God's will through reason, conscience, and spiritual wisdom.",query:label_free_theological,3072,0.9996678233146667
embedding_00912,fd27fbdf26a75cdaf1b4c9c42a2735c8dbc60bd0d943521e1f2fdc9eef2b53e1,"Discernment is understood through prayerful judgment seeking God's will through reason, conscience, and spiritual wisdom.",query:label_free_theological,3072,0.9999864101409912
embedding_00913,782b02acf307fa4339dfae48c6511e45a50db89e9b53600785cb90644c6cca23,"Discernment may be described through evaluation of options, evidence, risks, and expected outcomes.",query:natural_general,3072,1.0001295804977417
embedding_00914,65299ce38b7321a61edb5b08f518b8ae99493eb534f132bc6156dcd7525232fa,"Discussion of Church can retain both a formally organised religious institution with leadership, property, membership, and administration and the people of God and body of Christ gathered by the Spirit in faith, sacrament, mission, and communion.",query:integrative,3072,0.9997859001159668
embedding_00915,f39357cc2eb0947f260b0f4c9dbf2bd57f34337575b395ef63a095739b816b45,"Discussion of Eucharist can retain both a communal meal that symbolically remembers a religious founder or event and the sacramental presence of Christ, memorial of the Paschal mystery, sacrifice, and communion.",query:integrative,3072,1.0002288818359375
